,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
98018,Kerala,ALAPPUZHA,1999,Whole Year,Turmeric,11.0,13.0
98019,Kerala,ALAPPUZHA,1999,Winter,Rice,10689.0,27593.0
98020,Kerala,ALAPPUZHA,2000,Autumn,Rice,9808.0,16384.0
98021,Kerala,ALAPPUZHA,2000,Kharif,Sesamum,617.0,201.0
98022,Kerala,ALAPPUZHA,2000,Summer,Rice,17536.0,55953.0
98023,Kerala,ALAPPUZHA,2000,Whole Year,Arecanut,2205.0,917.0
98024,Kerala,ALAPPUZHA,2000,Whole Year,Banana,595.0,4134.0
98025,Kerala,ALAPPUZHA,2000,Whole Year,Black pepper,2134.0,297.0
98026,Kerala,ALAPPUZHA,2000,Whole Year,Cashewnut,4728.0,1234.0
98027,Kerala,ALAPPUZHA,2000,Whole Year,Coconut,59775.0,288000000.0
98028,Kerala,ALAPPUZHA,2000,Whole Year,Dry ginger,161.0,353.0
98029,Kerala,ALAPPUZHA,2000,Whole Year,Sugarcane,116.0,7900.0
98030,Kerala,ALAPPUZHA,2000,Whole Year,Sweet potato,1.0,12.0
98031,Kerala,ALAPPUZHA,2000,Whole Year,Tapioca,4843.0,81313.0
98032,Kerala,ALAPPUZHA,2000,Whole Year,Turmeric,11.0,12.0
98033,Kerala,ALAPPUZHA,2000,Winter,Rice,10396.0,31207.0
98034,Kerala,ALAPPUZHA,2001,Autumn,Rice,6851.0,2390.0
98035,Kerala,ALAPPUZHA,2001,Kharif,Sesamum,140.0,36.0
98036,Kerala,ALAPPUZHA,2001,Summer,Rice,8741.0,22668.0
98037,Kerala,ALAPPUZHA,2001,Whole Year,Arecanut,2389.0,792.0
98038,Kerala,ALAPPUZHA,2001,Whole Year,Banana,553.0,3372.0
98039,Kerala,ALAPPUZHA,2001,Whole Year,Black pepper,2054.0,196.0
98040,Kerala,ALAPPUZHA,2001,Whole Year,Cashewnut,4472.0,1355.0
98041,Kerala,ALAPPUZHA,2001,Whole Year,Coconut,57047.0,280000000.0
98042,Kerala,ALAPPUZHA,2001,Whole Year,Dry ginger,180.0,308.0
98043,Kerala,ALAPPUZHA,2001,Whole Year,Rubber,3849.0,4114.0
98044,Kerala,ALAPPUZHA,2001,Whole Year,Sugarcane,104.0,7080.0
98045,Kerala,ALAPPUZHA,2001,Whole Year,Sweet potato,4.0,48.0
98046,Kerala,ALAPPUZHA,2001,Whole Year,Tapioca,4367.0,72694.0
98047,Kerala,ALAPPUZHA,2001,Whole Year,Turmeric,15.0,20.0
98048,Kerala,ALAPPUZHA,2001,Winter,Rice,17519.0,47741.0
98049,Kerala,ALAPPUZHA,2002,Autumn,Rice,3721.0,9467.0
98050,Kerala,ALAPPUZHA,2002,Kharif,Sesamum,74.0,27.0
98051,Kerala,ALAPPUZHA,2002,Summer,Rice,8765.0,28992.0
98052,Kerala,ALAPPUZHA,2002,Whole Year,Arecanut,2441.0,1016.0
98053,Kerala,ALAPPUZHA,2002,Whole Year,Banana,470.0,3815.0
98054,Kerala,ALAPPUZHA,2002,Whole Year,Bhindi,16.0,0.0
98055,Kerala,ALAPPUZHA,2002,Whole Year,Bitter Gourd,86.0,0.0
98056,Kerala,ALAPPUZHA,2002,Whole Year,Black pepper,1940.0,174.0
98057,Kerala,ALAPPUZHA,2002,Whole Year,Brinjal,55.0,0.0
98058,Kerala,ALAPPUZHA,2002,Whole Year,Cashewnut,4313.0,1349.0
98059,Kerala,ALAPPUZHA,2002,Whole Year,Cashewnut Raw,4313.0,1349.0
98060,Kerala,ALAPPUZHA,2002,Whole Year,Coconut,55407.0,267000000.0
98061,Kerala,ALAPPUZHA,2002,Whole Year,Drum Stick,825.0,920.0
98062,Kerala,ALAPPUZHA,2002,Whole Year,Dry ginger,125.0,220.0
98063,Kerala,ALAPPUZHA,2002,Whole Year,Jack Fruit,3015.0,5.0
98064,Kerala,ALAPPUZHA,2002,Whole Year,Mango,5708.0,19244.0
98065,Kerala,ALAPPUZHA,2002,Whole Year,Other Fresh Fruits,883.0,0.0
98066,Kerala,ALAPPUZHA,2002,Whole Year,other oilseeds,135.0,0.0
98067,Kerala,ALAPPUZHA,2002,Whole Year,Other Vegetables,1977.0,0.0
98068,Kerala,ALAPPUZHA,2002,Whole Year,Papaya,1099.0,5467.0
98069,Kerala,ALAPPUZHA,2002,Whole Year,Pineapple,105.0,403.0
98070,Kerala,ALAPPUZHA,2002,Whole Year,Rubber,3825.0,4356.0
98071,Kerala,ALAPPUZHA,2002,Whole Year,Snak Guard,76.0,0.0
98072,Kerala,ALAPPUZHA,2002,Whole Year,Sugarcane,120.0,8170.0
98073,Kerala,ALAPPUZHA,2002,Whole Year,Sweet potato,1.0,12.0
98074,Kerala,ALAPPUZHA,2002,Whole Year,Tapioca,4121.0,70944.0
98075,Kerala,ALAPPUZHA,2002,Whole Year,Turmeric,9.0,11.0
98076,Kerala,ALAPPUZHA,2002,Winter,Rice,17149.0,53102.0
98077,Kerala,ALAPPUZHA,2003,Autumn,Rice,5650.0,11736.0
98078,Kerala,ALAPPUZHA,2003,Kharif,Sesamum,168.0,38.0
98079,Kerala,ALAPPUZHA,2003,Kharif,Small millets,5.0,4.0
98080,Kerala,ALAPPUZHA,2003,Summer,Rice,9727.0,21180.0
98081,Kerala,ALAPPUZHA,2003,Whole Year,Arecanut,2416.0,978.0
98082,Kerala,ALAPPUZHA,2003,Whole Year,Banana,553.0,3717.0
98083,Kerala,ALAPPUZHA,2003,Whole Year,Bhindi,11.0,0.0
98084,Kerala,ALAPPUZHA,2003,Whole Year,Bitter Gourd,90.0,0.0
98085,Kerala,ALAPPUZHA,2003,Whole Year,Black pepper,1997.0,167.0
98086,Kerala,ALAPPUZHA,2003,Whole Year,Brinjal,56.0,0.0
98087,Kerala,ALAPPUZHA,2003,Whole Year,Cashewnut,4092.0,1394.0
98088,Kerala,ALAPPUZHA,2003,Whole Year,Coconut,55982.0,312000000.0
98089,Kerala,ALAPPUZHA,2003,Whole Year,Drum Stick,851.0,945.0
98090,Kerala,ALAPPUZHA,2003,Whole Year,Dry ginger,117.0,198.0
98091,Kerala,ALAPPUZHA,2003,Whole Year,Jack Fruit,3015.0,7.0
98092,Kerala,ALAPPUZHA,2003,Whole Year,Mango,5371.0,19968.0
98093,Kerala,ALAPPUZHA,2003,Whole Year,Other Fresh Fruits,762.0,0.0
98094,Kerala,ALAPPUZHA,2003,Whole Year,Other Vegetables,2262.0,0.0
98095,Kerala,ALAPPUZHA,2003,Whole Year,Papaya,1123.0,5581.0
98096,Kerala,ALAPPUZHA,2003,Whole Year,Pineapple,87.0,392.0
98097,Kerala,ALAPPUZHA,2003,Whole Year,Snak Guard,93.0,0.0
98098,Kerala,ALAPPUZHA,2003,Whole Year,Sugarcane,162.0,11030.0
98099,Kerala,ALAPPUZHA,2003,Whole Year,Sweet potato,1.0,12.0
98100,Kerala,ALAPPUZHA,2003,Whole Year,Tapioca,3602.0,85333.0
98101,Kerala,ALAPPUZHA,2003,Whole Year,Turmeric,8.0,7.0
98102,Kerala,ALAPPUZHA,2003,Winter,Rice,16706.0,30092.0
98103,Kerala,ALAPPUZHA,2004,Autumn,Rice,6366.0,18345.0
98104,Kerala,ALAPPUZHA,2004,Kharif,Sesamum,176.0,48.0
98105,Kerala,ALAPPUZHA,2004,Summer,Rice,11991.0,27680.0
98106,Kerala,ALAPPUZHA,2004,Whole Year,Arecanut,2376.0,1006.0
98107,Kerala,ALAPPUZHA,2004,Whole Year,Banana,564.0,3725.0
98108,Kerala,ALAPPUZHA,2004,Whole Year,Black pepper,2079.0,181.0
98109,Kerala,ALAPPUZHA,2004,Whole Year,Cashewnut,3749.0,1016.0
98110,Kerala,ALAPPUZHA,2004,Whole Year,Coconut,56325.0,328000000.0
98111,Kerala,ALAPPUZHA,2004,Whole Year,Dry ginger,92.0,182.0
98112,Kerala,ALAPPUZHA,2004,Whole Year,Sugarcane,152.0,10350.0
98113,Kerala,ALAPPUZHA,2004,Whole Year,Sweet potato,8.0,96.0
98114,Kerala,ALAPPUZHA,2004,Whole Year,Tapioca,3462.0,82144.0
98115,Kerala,ALAPPUZHA,2004,Whole Year,Turmeric,11.0,12.0
98116,Kerala,ALAPPUZHA,2004,Winter,Rice,13801.0,32466.0
98117,Kerala,ALAPPUZHA,2005,Autumn,Rice,8643.0,16555.0
98118,Kerala,ALAPPUZHA,2005,Kharif,Sesamum,62.0,17.0
98119,Kerala,ALAPPUZHA,2005,Summer,Rice,4465.0,11764.0
98120,Kerala,ALAPPUZHA,2005,Whole Year,Arecanut,2353.0,950.0
98121,Kerala,ALAPPUZHA,2005,Whole Year,Banana,578.0,3927.0
98122,Kerala,ALAPPUZHA,2005,Whole Year,Black pepper,2000.0,177.0
98123,Kerala,ALAPPUZHA,2005,Whole Year,Cashewnut,3525.0,1182.0
98124,Kerala,ALAPPUZHA,2005,Whole Year,Coconut,56154.0,357000000.0
98125,Kerala,ALAPPUZHA,2005,Whole Year,Dry ginger,34.0,73.0
98126,Kerala,ALAPPUZHA,2005,Whole Year,Sugarcane,8.0,440.0
98127,Kerala,ALAPPUZHA,2005,Whole Year,Sweet potato,2.0,24.0
98128,Kerala,ALAPPUZHA,2005,Whole Year,Tapioca,2668.0,62286.0
98129,Kerala,ALAPPUZHA,2005,Whole Year,Turmeric,11.0,13.0
98130,Kerala,ALAPPUZHA,2005,Winter,Rice,15660.0,43429.0
98131,Kerala,ALAPPUZHA,2006,Autumn,Rice,7594.0,22287.0
98132,Kerala,ALAPPUZHA,2006,Kharif,Sesamum,192.0,72.0
98133,Kerala,ALAPPUZHA,2006,Summer,Rice,9770.0,27762.0
98134,Kerala,ALAPPUZHA,2006,Whole Year,Arecanut,2021.0,671.0
98135,Kerala,ALAPPUZHA,2006,Whole Year,Banana,601.0,4310.0
98136,Kerala,ALAPPUZHA,2006,Whole Year,Black pepper,1872.0,232.0
98137,Kerala,ALAPPUZHA,2006,Whole Year,Cashewnut,2995.0,978.0
98138,Kerala,ALAPPUZHA,2006,Whole Year,Coconut,48726.0,360000000.0
98139,Kerala,ALAPPUZHA,2006,Whole Year,Dry ginger,66.0,163.0
98140,Kerala,ALAPPUZHA,2006,Whole Year,Sugarcane,48.0,2860.0
98141,Kerala,ALAPPUZHA,2006,Whole Year,Sweet potato,6.0,72.0
98142,Kerala,ALAPPUZHA,2006,Whole Year,Tapioca,2664.0,66790.0
98143,Kerala,ALAPPUZHA,2006,Whole Year,Turmeric,20.0,21.0
98144,Kerala,ALAPPUZHA,2006,Winter,Rice,13696.0,40111.0
98145,Kerala,ALAPPUZHA,2007,Autumn,Rice,7991.0,14128.0
98146,Kerala,ALAPPUZHA,2007,Kharif,Ragi,1.0,1.0
98147,Kerala,ALAPPUZHA,2007,Kharif,Sesamum,61.0,12.0
98148,Kerala,ALAPPUZHA,2007,Summer,Rice,15291.0,26776.0
98149,Kerala,ALAPPUZHA,2007,Whole Year,Arecanut,1696.0,687.0
98150,Kerala,ALAPPUZHA,2007,Whole Year,Banana,635.0,4072.0
98151,Kerala,ALAPPUZHA,2007,Whole Year,Black pepper,1790.0,207.0
98152,Kerala,ALAPPUZHA,2007,Whole Year,Cashewnut,2515.0,993.0
98153,Kerala,ALAPPUZHA,2007,Whole Year,Coconut,43976.0,301000000.0
98154,Kerala,ALAPPUZHA,2007,Whole Year,Dry ginger,94.0,172.0
98155,Kerala,ALAPPUZHA,2007,Whole Year,Sugarcane,25.0,1870.0
98156,Kerala,ALAPPUZHA,2007,Whole Year,Sweet potato,6.0,72.0
98157,Kerala,ALAPPUZHA,2007,Whole Year,Tapioca,2516.0,70918.0
98158,Kerala,ALAPPUZHA,2007,Whole Year,Turmeric,28.0,34.0
98159,Kerala,ALAPPUZHA,2007,Winter,Rice,10053.0,21366.0
98160,Kerala,ALAPPUZHA,2008,Autumn,Rice,8755.0,26254.0
98161,Kerala,ALAPPUZHA,2008,Kharif,Sesamum,93.0,78.0
98162,Kerala,ALAPPUZHA,2008,Summer,Rice,18121.0,55997.0
98163,Kerala,ALAPPUZHA,2008,Whole Year,Arecanut,1577.0,955.0
98164,Kerala,ALAPPUZHA,2008,Whole Year,Banana,563.0,3790.0
98165,Kerala,ALAPPUZHA,2008,Whole Year,Black pepper,1357.0,126.0
98166,Kerala,ALAPPUZHA,2008,Whole Year,Cashewnut,2150.0,668.0
98167,Kerala,ALAPPUZHA,2008,Whole Year,Coconut,38859.0,275000000.0
98168,Kerala,ALAPPUZHA,2008,Whole Year,Dry ginger,81.0,203.0
98169,Kerala,ALAPPUZHA,2008,Whole Year,Sugarcane,60.0,5530.0
98170,Kerala,ALAPPUZHA,2008,Whole Year,Sweet potato,7.0,84.0
98171,Kerala,ALAPPUZHA,2008,Whole Year,Tapioca,3272.0,95578.0
98172,Kerala,ALAPPUZHA,2008,Whole Year,Turmeric,22.0,31.0
98173,Kerala,ALAPPUZHA,2008,Winter,Rice,7267.0,21999.0
98174,Kerala,ALAPPUZHA,2009,Autumn,Rice,9128.0,28912.0
98175,Kerala,ALAPPUZHA,2009,Kharif,Sesamum,238.0,50.0
98176,Kerala,ALAPPUZHA,2009,Summer,Rice,16820.0,46392.0
98177,Kerala,ALAPPUZHA,2009,Whole Year,Arecanut,1711.0,1008.0
98178,Kerala,ALAPPUZHA,2009,Whole Year,Banana,538.0,4322.0
98179,Kerala,ALAPPUZHA,2009,Whole Year,Black pepper,1387.0,134.0
98180,Kerala,ALAPPUZHA,2009,Whole Year,Cashewnut,2110.0,814.0
98181,Kerala,ALAPPUZHA,2009,Whole Year,Coconut,39816.0,257000000.0
98182,Kerala,ALAPPUZHA,2009,Whole Year,Dry ginger,61.0,168.0
98183,Kerala,ALAPPUZHA,2009,Whole Year,Sugarcane,66.0,5790.0
98184,Kerala,ALAPPUZHA,2009,Whole Year,Sweet potato,4.0,48.0
98185,Kerala,ALAPPUZHA,2009,Whole Year,Tapioca,2687.0,73478.0
98186,Kerala,ALAPPUZHA,2009,Whole Year,Turmeric,12.0,21.0
98187,Kerala,ALAPPUZHA,2009,Winter,Rice,7492.0,22672.0
98188,Kerala,ALAPPUZHA,2010,Autumn,Rice,10445.22,23855.73
98189,Kerala,ALAPPUZHA,2010,Kharif,Sesamum,43.05,5.7
98190,Kerala,ALAPPUZHA,2010,Summer,Rice,22744.6,58234.49
98191,Kerala,ALAPPUZHA,2010,Whole Year,Arecanut,1608.73,769.04
98192,Kerala,ALAPPUZHA,2010,Whole Year,Banana,660.15,5202.36
98193,Kerala,ALAPPUZHA,2010,Whole Year,Black pepper,1506.15,150.73
98194,Kerala,ALAPPUZHA,2010,Whole Year,Cashewnut,2092.85,492.62
98195,Kerala,ALAPPUZHA,2010,Whole Year,Coconut,39343.71,263500000.0
98196,Kerala,ALAPPUZHA,2010,Whole Year,Dry ginger,87.46,263.71
98197,Kerala,ALAPPUZHA,2010,Whole Year,Sugarcane,54.25,4752.0
98198,Kerala,ALAPPUZHA,2010,Whole Year,Tapioca,2788.49,76992.07
98199,Kerala,ALAPPUZHA,2010,Whole Year,Turmeric,22.2,31.17
98200,Kerala,ALAPPUZHA,2010,Winter,Rice,3869.68,9234.54
98201,Kerala,ALAPPUZHA,2011,Autumn,Rice,9966.03,30522.44
98202,Kerala,ALAPPUZHA,2011,Kharif,Sesamum,13.93,4.58
98203,Kerala,ALAPPUZHA,2011,Summer,Rice,17169.79,53156.99
98204,Kerala,ALAPPUZHA,2011,Whole Year,Arecanut,1615.43,659.29
98205,Kerala,ALAPPUZHA,2011,Whole Year,Banana,454.95,3604.05
98206,Kerala,ALAPPUZHA,2011,Whole Year,Black pepper,724.76,136.22
98207,Kerala,ALAPPUZHA,2011,Whole Year,Cashewnut,2559.81,547.69
98208,Kerala,ALAPPUZHA,2011,Whole Year,Coconut,38555.94,219318000.0
98209,Kerala,ALAPPUZHA,2011,Whole Year,Dry ginger,93.64,298.28
98210,Kerala,ALAPPUZHA,2011,Whole Year,Potato,7.0,84.0
98211,Kerala,ALAPPUZHA,2011,Whole Year,Sugarcane,94.93,8337.2
98212,Kerala,ALAPPUZHA,2011,Whole Year,Tapioca,2450.86,61076.79
98213,Kerala,ALAPPUZHA,2011,Whole Year,Turmeric,20.6,41.57
98214,Kerala,ALAPPUZHA,2011,Winter,Rice,9115.09,28301.03
98215,Kerala,ALAPPUZHA,2012,Autumn,Rice,10758.0,32362.0
98216,Kerala,ALAPPUZHA,2012,Summer,Rice,20325.0,57043.0
98217,Kerala,ALAPPUZHA,2012,Whole Year,Arecanut,1387.0,682.0
98218,Kerala,ALAPPUZHA,2012,Whole Year,Banana,631.0,5002.0
98219,Kerala,ALAPPUZHA,2012,Whole Year,Black pepper,639.0,148.0
98220,Kerala,ALAPPUZHA,2012,Whole Year,Cashewnut,2110.0,436.0
98221,Kerala,ALAPPUZHA,2012,Whole Year,Coconut,36986.0,233000000.0
98222,Kerala,ALAPPUZHA,2012,Whole Year,Cowpea(Lobia),2.0,
98223,Kerala,ALAPPUZHA,2012,Whole Year,Drum Stick,457.0,277.0
98224,Kerala,ALAPPUZHA,2012,Whole Year,Dry ginger,89.0,261.0
98225,Kerala,ALAPPUZHA,2012,Whole Year,Jack Fruit,2199.0,
98226,Kerala,ALAPPUZHA,2012,Whole Year,Mango,3786.0,16221.0
98227,Kerala,ALAPPUZHA,2012,Whole Year,Moong(Green Gram),33.0,
98228,Kerala,ALAPPUZHA,2012,Whole Year,Papaya,1010.0,9255.0
98229,Kerala,ALAPPUZHA,2012,Whole Year,Pineapple,81.0,569.0
98230,Kerala,ALAPPUZHA,2012,Whole Year,Pump Kin,30.0,
98231,Kerala,ALAPPUZHA,2012,Whole Year,Sesamum,60.0,23.0
98232,Kerala,ALAPPUZHA,2012,Whole Year,Sugarcane,73.0,639.0
98233,Kerala,ALAPPUZHA,2012,Whole Year,Sweet potato,2.0,21.0
98234,Kerala,ALAPPUZHA,2012,Whole Year,Tapioca,2545.0,72919.0
98235,Kerala,ALAPPUZHA,2012,Whole Year,Turmeric,33.0,63.0
98236,Kerala,ALAPPUZHA,2012,Winter,Rice,5112.0,15188.0
98237,Kerala,ALAPPUZHA,2012,Winter,Sesamum,60.0,23.0
98238,Kerala,ALAPPUZHA,2013,Autumn,Rice,6339.0,20589.0
98239,Kerala,ALAPPUZHA,2013,Summer,Rice,19626.0,50082.0
98240,Kerala,ALAPPUZHA,2013,Whole Year,Arecanut,1304.0,513.0
98241,Kerala,ALAPPUZHA,2013,Whole Year,Banana,472.0,4481.0
98242,Kerala,ALAPPUZHA,2013,Whole Year,Black pepper,663.0,158.0
98243,Kerala,ALAPPUZHA,2013,Whole Year,Cashewnut,2118.0,433.0
98244,Kerala,ALAPPUZHA,2013,Whole Year,Coconut,36880.0,217000000.0
98245,Kerala,ALAPPUZHA,2013,Whole Year,Drum Stick,482.0,292.0
98246,Kerala,ALAPPUZHA,2013,Whole Year,Dry ginger,85.0,292.0
98247,Kerala,ALAPPUZHA,2013,Whole Year,Mango,4179.0,18300.0
98248,Kerala,ALAPPUZHA,2013,Whole Year,Moong(Green Gram),20.0,
98249,Kerala,ALAPPUZHA,2013,Whole Year,Pump Kin,38.0,
98250,Kerala,ALAPPUZHA,2013,Whole Year,Sesamum,41.0,12.0
98251,Kerala,ALAPPUZHA,2013,Whole Year,Sugarcane,45.0,403.0
98252,Kerala,ALAPPUZHA,2013,Whole Year,Sweet potato,3.0,33.0
98253,Kerala,ALAPPUZHA,2013,Whole Year,Tapioca,2511.0,62212.0
98254,Kerala,ALAPPUZHA,2013,Whole Year,Turmeric,31.0,63.0
98255,Kerala,ALAPPUZHA,2013,Winter,Rice,11438.0,36195.0
98256,Kerala,ALAPPUZHA,2014,Autumn,Rice,11073.0,28432.0
98257,Kerala,ALAPPUZHA,2014,Summer,Rice,18685.0,60549.0
98258,Kerala,ALAPPUZHA,2014,Whole Year,Arecanut,1332.0,641.0
98259,Kerala,ALAPPUZHA,2014,Whole Year,Banana,450.0,3733.0
98260,Kerala,ALAPPUZHA,2014,Whole Year,Black pepper,614.0,147.0
98261,Kerala,ALAPPUZHA,2014,Whole Year,Cashewnut,1921.0,318.0
98262,Kerala,ALAPPUZHA,2014,Whole Year,Coconut,35161.0,218000000.0
98263,Kerala,ALAPPUZHA,2014,Whole Year,Cowpea(Lobia),8.0,
98264,Kerala,ALAPPUZHA,2014,Whole Year,Drum Stick,494.0,334.0
98265,Kerala,ALAPPUZHA,2014,Whole Year,Dry ginger,77.0,261.0
98266,Kerala,ALAPPUZHA,2014,Whole Year,Mango,4123.0,20707.0
98267,Kerala,ALAPPUZHA,2014,Whole Year,Moong(Green Gram),48.0,
98268,Kerala,ALAPPUZHA,2014,Whole Year,Papaya,960.0,7925.0
98269,Kerala,ALAPPUZHA,2014,Whole Year,Pineapple,72.0,681.0
98270,Kerala,ALAPPUZHA,2014,Whole Year,Pump Kin,41.0,
98271,Kerala,ALAPPUZHA,2014,Whole Year,Sesamum,62.0,16.87
98272,Kerala,ALAPPUZHA,2014,Whole Year,Sugarcane,54.9,25.0
98273,Kerala,ALAPPUZHA,2014,Whole Year,Sweet potato,7.0,75.0
98274,Kerala,ALAPPUZHA,2014,Whole Year,Tapioca,2670.0,87834.0
98275,Kerala,ALAPPUZHA,2014,Whole Year,Turmeric,36.0,78.0
98276,Kerala,ALAPPUZHA,2014,Winter,Rice,4657.0,14114.0
98277,Kerala,ERNAKULAM,1997,Whole Year,Arecanut,3513.0,6148.0
98278,Kerala,ERNAKULAM,1997,Whole Year,Black pepper,6659.0,1114.0
98279,Kerala,ERNAKULAM,1997,Whole Year,Cashewnut,2389.0,1316.0
98280,Kerala,ERNAKULAM,1997,Whole Year,Coconut,61016.0,382000.0
98281,Kerala,ERNAKULAM,1997,Whole Year,Tapioca,5732.0,134817.0
98282,Kerala,ERNAKULAM,1998,Autumn,Rice,16822.0,28778.0
98283,Kerala,ERNAKULAM,1998,Kharif,Sesamum,589.0,311.0
98284,Kerala,ERNAKULAM,1998,Summer,Rice,12446.0,19138.0
98285,Kerala,ERNAKULAM,1998,Whole Year,Arecanut,3604.0,1941.0
98286,Kerala,ERNAKULAM,1998,Whole Year,Banana,3026.0,41314.0
98287,Kerala,ERNAKULAM,1998,Whole Year,Black pepper,6039.0,1026.0
98288,Kerala,ERNAKULAM,1998,Whole Year,Cashewnut,1374.0,517.0
98289,Kerala,ERNAKULAM,1998,Whole Year,Coconut,61719.0,345000000.0
98290,Kerala,ERNAKULAM,1998,Whole Year,Dry chillies,10.0,9.0
98291,Kerala,ERNAKULAM,1998,Whole Year,Dry ginger,442.0,1234.0
98292,Kerala,ERNAKULAM,1998,Whole Year,Sugarcane,12.0,840.0
98293,Kerala,ERNAKULAM,1998,Whole Year,Sweet potato,4.0,45.0
98294,Kerala,ERNAKULAM,1998,Whole Year,Tapioca,5021.0,140764.0
98295,Kerala,ERNAKULAM,1998,Whole Year,Turmeric,436.0,746.0
98296,Kerala,ERNAKULAM,1998,Winter,Rice,20462.0,36613.0
98297,Kerala,ERNAKULAM,1999,Autumn,Rice,15467.0,31401.0
98298,Kerala,ERNAKULAM,1999,Kharif,Sesamum,236.0,131.0
98299,Kerala,ERNAKULAM,1999,Summer,Rice,9737.0,17067.0
98300,Kerala,ERNAKULAM,1999,Whole Year,Arecanut,3964.0,2661.0
98301,Kerala,ERNAKULAM,1999,Whole Year,Banana,4200.0,41312.0
98302,Kerala,ERNAKULAM,1999,Whole Year,Black pepper,7002.0,906.0
98303,Kerala,ERNAKULAM,1999,Whole Year,Cashewnut,1576.0,549.0
98304,Kerala,ERNAKULAM,1999,Whole Year,Coconut,68110.0,406000000.0
98305,Kerala,ERNAKULAM,1999,Whole Year,Dry ginger,469.0,1592.0
98306,Kerala,ERNAKULAM,1999,Whole Year,Sugarcane,15.0,1890.0
98307,Kerala,ERNAKULAM,1999,Whole Year,Sweet potato,8.0,90.0
98308,Kerala,ERNAKULAM,1999,Whole Year,Tapioca,5131.0,154251.0
98309,Kerala,ERNAKULAM,1999,Whole Year,Turmeric,505.0,864.0
98310,Kerala,ERNAKULAM,1999,Winter,Rice,17690.0,33858.0
98311,Kerala,ERNAKULAM,2000,Autumn,Rice,14600.0,26770.0
98312,Kerala,ERNAKULAM,2000,Kharif,Sesamum,238.0,100.0
98313,Kerala,ERNAKULAM,2000,Summer,Rice,7381.0,11941.0
98314,Kerala,ERNAKULAM,2000,Whole Year,Arecanut,4238.0,3349.0
98315,Kerala,ERNAKULAM,2000,Whole Year,Banana,4737.0,31880.0
98316,Kerala,ERNAKULAM,2000,Whole Year,Black pepper,7312.0,918.0
98317,Kerala,ERNAKULAM,2000,Whole Year,Cashewnut,1578.0,496.0
98318,Kerala,ERNAKULAM,2000,Whole Year,Coconut,67402.0,358000000.0
98319,Kerala,ERNAKULAM,2000,Whole Year,Dry ginger,446.0,1343.0
98320,Kerala,ERNAKULAM,2000,Whole Year,Sugarcane,14.0,1760.0
98321,Kerala,ERNAKULAM,2000,Whole Year,Sweet potato,12.0,135.0
98322,Kerala,ERNAKULAM,2000,Whole Year,Tapioca,5208.0,154559.0
